node,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
ASN:ASN0062,0.07795637,-0.14912735,0.14038676,-0.25779602,-0.07981762,0.21689692,-0.02771102,-0.04629615,-0.059533216,0.11293692,-0.25770476,-0.17530374,0.031334493,-0.12129457,-0.25485408,-0.0067796954,0.029360505,0.40353873,-0.10646888,0.4588868,0.23003289,-0.008662524,-0.43815002,0.102127865,0.27866912,0.045827378,-0.009728613,-0.047431458,-0.11663081,-0.14037597,0.035499025,-0.14092746,0.07306146,-0.25206205,0.013155637,-0.04303142,0.044023294,-0.073141165,-0.28694215,-0.015709804,-0.10499493,0.07788227,0.046862546,0.15923086,0.19085884,0.19594663,-0.15325342,-0.46748143,-0.15855,-0.285543,0.019663969,0.35826197,-0.06028913,-0.27369216,-0.05156524,-0.12537473,0.02078062,-0.18897827,0.2002817,-0.26802722,-0.09268179,0.08232091,-0.12741104,-0.11512239
ASN:ASN0063,0.11989254,-0.26317307,0.2978092,-0.30092523,-0.019285796,-0.02911784,-0.077140085,0.1552436,-0.29625526,0.39379197,0.017495254,-0.26752087,0.13176838,-0.07304881,-0.49554053,-0.25894582,-0.060081434,0.48160657,-0.33457342,0.55977666,0.22077367,-0.030968297,-0.53239024,0.021806225,0.28374824,0.19081517,-0.029495591,-0.008086832,0.09494824,0.028422438,0.042119812,-0.11787066,0.17225808,-0.087994635,0.26678613,-0.075509615,-0.032603115,0.01705057,-0.13717735,-0.1147595,-0.22520813,-0.12544358,0.053651985,0.24865656,0.057167117,0.05528836,-0.22152771,-0.42089337,0.11207692,-0.115484506,0.06345851,0.36920345,0.0049520666,-0.25610355,-0.05855243,-0.015252908,0.10338602,-0.404943,-0.0222155,-0.05411189,-0.3462098,0.093226604,0.13262197,-0.040042188
ASN:ASN0064,0.0994152,-0.08363811,0.15911035,-0.14212571,-0.2376099,0.019225257,-0.08902654,0.22888757,-0.254833,0.07727678,-0.18803433,-0.062418602,0.08059406,-0.034392435,-0.39922544,-0.12526454,0.1883687,0.39396843,-0.08490979,0.23496878,0.23297137,0.042461473,-0.2895781,-0.026852822,0.027167263,0.0989898,0.07526894,-0.15468496,-0.0096721295,-0.14079231,0.010900383,-0.008484055,0.34457046,0.13045332,0.096118376,0.05841982,0.025329081,-0.06572424,-0.17249186,-0.008014475,-0.2608548,-0.06895458,-0.04924949,0.31636018,-0.10341538,0.041129157,-0.17293714,-0.1789502,-0.10982667,-0.31192127,-0.030989463,0.3936616,-0.30778256,-0.39520916,-0.16252963,0.0136791505,0.09561505,-0.11264244,0.23080301,-0.31616333,-0.44511,0.23617119,0.19638592,0.22038141
ASN:ASN0065,-0.1766827,-0.26550046,0.41610384,-0.2938047,-0.058871217,0.037806544,-0.10598754,0.19623803,-0.26815778,0.21139963,-0.05878571,0.1133702,-0.05120804,0.13078943,-0.19683596,-0.13064086,0.26225305,0.36938223,-0.3716645,0.6006491,0.405666,0.05826514,-0.19465101,0.036798872,0.111819096,0.1268203,0.14201488,-0.06079294,0.058684487,0.020811766,-0.15780765,-0.09517924,0.13287963,0.1590248,0.12717055,0.07118962,0.23982444,-0.18195826,-0.4556207,-0.08788475,-0.15717405,0.049039938,-0.11368615,0.3199793,0.0060994416,-0.12906796,-0.24064493,-0.37716714,-0.1716341,-0.071242124,0.13897862,0.48736504,-0.052365437,-0.30558065,-0.3073036,0.18547833,0.23416044,-0.111803375,0.12917185,-0.24694166,-0.4507745,0.24568275,0.11196973,-0.10943075
ASN:ASN0066,-0.19476558,-0.18683769,0.09948331,-0.44896555,0.2510239,-0.11291958,0.0074356114,0.27093133,-0.41175497,0.18601406,0.15052986,0.104125604,0.014293017,0.04601316,-0.31382963,-0.22520024,0.29077142,0.2921934,-0.42369774,0.2672257,0.24470069,-0.17621708,-0.46638784,0.03687896,0.46091545,0.37814724,-0.061217092,0.067861505,0.23593347,0.25070417,0.013946134,-0.36307943,0.2154121,0.13481818,0.16590308,-0.16274953,0.07663098,0.039139356,-0.28477475,-0.015420128,-0.42365384,0.15226145,-0.25251326,0.37132803,0.09837009,0.27871954,-0.07203763,-0.28899089,-0.14361285,-0.24253005,0.11778299,0.29111314,0.18196309,-0.31034973,-0.012494452,-0.14440396,0.20307125,-0.00015927071,0.2694788,-0.23596188,-0.34715554,-0.045071512,0.103479154,-0.050459746
ASN:ASN0067,0.11934163,-0.31550586,0.11169762,-0.27618828,0.16444859,0.04593962,-0.138271,0.045388404,-0.12928498,0.13469246,-0.107428804,-0.058241505,0.018658875,0.020552397,-0.40565008,-0.23952639,0.18763131,0.41070408,-0.17208214,0.18302391,0.19002844,-0.0058377925,-0.40574986,-0.01893593,0.44055092,0.21043287,-0.11811479,-0.08545829,0.095823295,0.05073323,0.085167,-0.21854337,0.10741498,-0.111498706,0.06830411,-0.23635793,0.08361447,-0.050846964,-0.23130387,-0.14470649,-0.24905993,-0.1826976,0.1306548,0.24706656,0.016316907,0.13398953,-0.102826156,-0.29750267,-0.19515178,-0.30251372,0.033287518,0.2835238,0.13201247,-0.27387148,-0.07258775,-0.2751248,0.17160459,-0.09448409,0.09598379,-0.26996195,-0.13874385,-0.21073085,-0.05743339,0.0798962
ASN:ASN0068,0.08409487,-0.060461726,0.20486897,-0.19066666,-0.43373856,-0.01590359,0.15864645,0.08701447,0.07745184,0.08853174,-0.21002635,0.07365815,0.07573624,0.14447136,-0.28297153,-0.0942568,-0.11454991,0.19389196,-0.07334647,0.42222068,0.22194421,0.30788594,-0.21557091,0.1411348,0.11211957,-0.21747749,-0.14832197,-0.27929035,-0.36938807,-0.22069693,-0.19885732,0.26695907,-0.26728612,-0.08274185,-0.025086597,0.013335384,0.36278737,-0.21504335,0.100379445,-0.037804656,-0.10863765,0.014152721,0.27601448,0.060155332,0.05318857,0.25113648,-0.14455603,-0.21610272,-0.105121255,-0.318014,-0.24012634,0.17699444,-0.0979771,-0.21522391,-0.23952956,-0.023741689,-0.03534876,-0.21625166,0.013385922,-0.30145428,-0.16977562,0.01702766,0.02407718,0.05599071
ASN:ASN0069,0.21397662,-0.35990778,0.29489127,-0.041091863,-0.28807342,-0.18722796,0.06933631,-0.26281187,-0.08625511,0.058914807,-0.085282385,-0.067141145,0.080542445,-0.36143237,-0.18544139,-0.18431094,-0.30267218,0.31544414,-0.1985479,0.22639287,-0.034532867,0.14821367,-0.16093501,0.129259,0.12307702,0.022511978,-0.4065852,-0.12952596,-0.25212434,-0.07799819,-0.097076595,-0.14330436,-0.20302872,-0.101656556,-0.21145229,-0.07335173,0.0940084,-0.16853558,0.101086274,0.08596149,-0.15511146,-0.19793794,0.3991311,0.056750417,0.29426143,0.22222464,-0.2510746,-0.22200829,-0.07651955,-0.33714703,0.052429058,0.07771287,0.01538435,-0.33168447,-0.10623439,0.14416663,0.15525602,-0.07385559,-0.061608993,-0.22871092,-0.1839497,-0.08416187,0.107367605,0.060023822
ASN:ASN0070,0.14538923,-0.07206978,0.21709281,-0.46180144,-0.11024595,0.2533741,-0.10992377,0.028865717,-0.106241226,0.24724062,-0.34599257,-0.17370476,-0.020064186,0.0023011644,-0.2659832,-0.17853048,0.07249847,0.47578,-0.10571117,0.51355404,0.311397,-0.06150345,-0.3704541,-0.14470112,0.19962661,0.045751747,0.054302882,-0.28192306,0.09698825,-0.1281437,0.0138603095,-0.22040185,0.19445188,-0.20945875,-0.008742466,-0.15658127,-0.07785743,-0.04422622,-0.17443962,0.034609426,-0.12142761,-0.07716387,0.09592371,0.232315,0.26736748,0.021457693,-0.19095893,-0.41655913,-0.089790896,-0.071546145,0.16396445,0.37073973,0.004945506,-0.29314438,-0.37261137,0.12863524,0.19560307,-0.25108507,0.26466256,-0.29503065,-0.14148636,0.13091214,-0.2765151,-0.011957955
ASN:ASN0071,0.11152156,-0.29092613,0.04416616,-0.17478801,-0.23134105,-0.078780025,-0.12715201,-0.10258718,-0.29372728,0.36870703,0.042877495,-0.023353823,-0.12728433,-0.06950837,-0.24738166,-0.29197308,0.06847681,0.28876933,-0.29867527,0.2935482,0.029430041,-0.02280148,-0.41475385,0.08588931,0.44971123,0.13768081,-0.07172712,0.03903512,-0.21266384,0.07243979,-0.24136189,-0.35122284,-0.093523964,-0.1105942,-0.057755087,-0.105104595,0.18639268,-0.098034404,0.004062091,-0.23682442,-0.2046474,-0.19714364,0.09696207,0.06376242,0.15489425,0.19426921,0.04024521,-0.09711951,0.06000919,-0.2939921,-0.001021616,0.071025535,0.0050795604,-0.45803893,-0.1310256,-0.024902856,0.10974262,0.003174991,0.1407708,-0.003392764,-0.28620708,-0.07037575,-0.16229491,-0.12088322
ASN:ASN0072,-0.15323707,-0.13348319,0.32616705,0.031172166,0.02470992,0.23101093,-0.13677268,0.12925161,-0.1781275,0.097032964,-0.38491383,-0.04725292,-0.088769354,0.02592124,-0.26613885,-0.29448786,-0.06947081,0.4728308,-0.2231792,0.15767811,0.15407372,0.007936078,-0.29857937,-0.07969359,0.2405548,0.114986725,0.19263612,-0.123465486,-0.18897457,0.0118231205,0.010770879,-0.1989024,0.15546495,-0.15050429,-0.106901154,0.05023717,0.11598959,-0.036440536,-0.36129436,-0.01519727,-0.23703188,0.20566057,-0.19650428,0.15774938,0.04731603,0.2133351,0.0030066944,-0.33754706,-0.115782075,-0.13983358,-0.05281868,0.23176943,-0.18287387,-0.28569192,-0.34682763,0.1316744,0.17489053,-0.13992077,0.13940397,-0.4145355,-0.22632687,0.16157073,0.12732834,-0.023693396
ASN:ASN0073,0.06370101,-0.10507508,0.32586256,-0.31470525,-0.0873422,0.24049248,-0.33195102,0.15515615,-0.07849297,0.12161347,-0.27950704,0.11778149,0.11333549,-0.032962978,-0.2924525,-0.054334216,0.15731607,0.25118282,-0.13038693,0.2219246,0.0509626,-0.13600245,-0.49887037,0.0723013,0.23328815,0.10433822,0.11605114,-0.051780924,-0.048399176,-0.0803981,-0.13744842,-0.23326509,0.03085747,0.07415535,0.012707153,-0.12323511,0.2094943,-0.014429284,-0.2711647,0.15704396,-0.34738082,0.19123027,0.19756539,0.10703872,-0.1546647,0.20336537,0.18013842,-0.20586048,-0.011917047,-0.18344888,0.13159104,0.19523515,-0.00690537,-0.22678535,-0.360108,-0.015719183,0.29473552,-0.106108405,0.19051333,-0.25201064,0.016924588,0.06491152,0.034344617,0.08701254
ASN:ASN0074,-0.17290217,-0.087705046,0.12228623,-0.009511661,-0.22413978,0.29215437,-0.11463612,0.21064605,-0.17871954,0.24492712,-0.18609872,0.0010878898,0.01316972,0.13286251,-0.4224206,-0.16959158,0.15196145,0.28592464,-0.22338745,0.26335984,0.08380077,-0.1991095,-0.3666354,-0.010939677,0.27351105,0.2325763,0.107383445,-0.09641239,-0.050705474,-0.123219,-0.12307145,-0.11634701,0.39010614,-0.007994781,0.056319065,0.11337507,0.32574308,-0.20386954,-0.32019827,-0.04251272,-0.28825456,-0.004404334,-0.11268658,0.21072415,0.27376616,0.09416561,0.04988994,-0.30272737,-0.20656855,-0.052061744,-0.13374767,0.23597535,-0.19157638,-0.2986284,-0.14582162,-0.04600665,0.250843,-0.06346037,0.23309538,-0.3768344,-0.33754942,-0.13989228,0.20967196,0.11203477
ASN:ASN0075,-0.16998917,-0.20504701,0.14351843,-0.45251667,-0.23027757,0.10467781,-0.16279548,0.2883329,-0.21342489,0.27903712,-0.27362514,-0.17830062,0.0054127476,0.24483854,-0.44908637,-0.28014284,0.104381435,0.4362219,-0.27748808,0.5998783,0.37746662,-0.313403,-0.44770277,-0.12425639,0.2824697,0.057021003,-0.00073136913,-0.2123615,0.27330577,-0.1448025,-0.018342223,-0.20869087,0.30595896,0.013288395,0.20687427,0.0030263022,-0.035507407,-0.12800296,-0.33267745,-0.021356467,-0.15335433,-0.18074028,-0.20362219,0.31913167,0.3121688,-0.1329223,-0.21913911,-0.21659414,-0.112714425,-0.339208,0.24328658,0.57709044,-0.12091321,-0.3013895,-0.17543428,0.008713479,0.03178817,-0.05266418,0.24612388,-0.20237024,-0.19870298,0.22687574,-0.27367023,-0.035688005
ASN:ASN0076,0.1218342,0.03798531,0.4501316,-0.14433917,-0.1232771,0.2059292,0.07505838,0.120987765,-0.23463,0.2290148,-0.21060298,0.06255293,0.372577,0.22733401,-0.23849839,-0.15130268,0.041842252,0.19740628,-0.18703784,0.3197043,0.28242525,0.08331646,-0.338731,0.071945995,0.32918558,-0.0026031055,0.29834723,-0.3798013,-0.048327297,-0.009324357,-0.2093285,0.16731821,0.031725034,0.11710236,0.1119002,0.0028364987,0.25340003,-0.3600458,-0.31277892,-0.1637994,-0.16556002,-0.072259955,-0.05711524,0.21483722,-0.08232306,-0.20693769,-0.05409044,-0.44440666,-0.009682957,-0.2252909,0.16690953,0.46330574,-0.25962186,-0.23762012,-0.12399272,-0.0091524515,0.2534252,-0.31562373,0.20005389,-0.27599996,-0.49825662,0.08330822,0.22122349,0.05908736
ASN:ASN0077,0.108636044,0.01203871,0.27126917,-0.1462672,-0.31204408,0.05135271,-0.078880034,0.092183955,-0.07512395,0.06923708,-0.34376067,-0.35543638,-0.08704997,0.084900096,-0.35592705,-0.07159924,0.04225457,0.28456643,-0.09809522,0.17818458,0.03735966,-0.10942103,-0.3566049,-0.09583638,0.30662233,-0.05891378,0.14820936,-0.16310747,-0.18846749,-0.09851594,0.14533608,-0.22236049,0.2208801,-0.05702436,-0.088098474,-0.16666621,0.25387263,0.16350333,-0.22529165,0.12959465,-0.21001948,-0.015285736,-0.059761163,0.29704568,0.18560693,0.03121196,-0.24743421,-0.32129994,-0.39003938,-0.35815927,0.025116883,0.4956208,-0.22077775,-0.27480716,-0.2895802,0.0177168,0.13461557,-0.04611703,0.24053076,-0.12268808,-0.20502038,0.2264994,-0.027302405,-0.20300823
ASN:ASN0078,-0.1381618,-0.14833127,0.26845774,-0.36255878,-0.032149147,0.27170184,-0.056574844,-0.024772378,-0.40294826,0.1557847,0.0055326014,0.011938171,-0.036242317,0.011812365,-0.28479847,-0.18659897,0.07765028,0.37898508,-0.4187615,0.5330768,0.05309688,-0.018909972,-0.37278157,-0.002537009,0.2677412,0.16342203,0.12254087,-0.031668767,-0.11004418,0.035997007,-0.25507215,-0.10746446,0.27905223,0.028185284,-0.045082543,-0.039353937,0.17847522,-0.41699994,-0.4542175,0.016595934,-0.21890628,0.00036163366,-0.06379672,0.018413456,0.21997148,0.018537475,-0.153946,-0.2579022,0.101331875,-0.3006539,-0.09105079,0.23017709,-0.2171575,-0.3581654,0.017552907,0.13707288,0.2120034,-0.24788962,0.043791227,-0.21586573,-0.3817137,0.111025706,-0.034588963,0.08624661
ASN:ASN0079,0.20979889,-0.33233076,0.04975379,-0.12868927,0.007674449,0.15467922,-0.11498834,-0.2175354,-0.113658436,0.005324287,-0.13224043,-0.120298915,-0.10399738,-0.15469603,-0.36608753,-0.14268447,0.04823284,0.37521073,-0.3734057,0.12419718,0.02699577,-0.012092052,-0.58298653,-0.12564783,0.39207014,0.34687543,-0.16760668,-0.30705547,-0.3057939,0.046881765,0.06770788,-0.13649845,0.24241608,-0.2693549,-0.039721653,-0.068134524,0.036914073,-0.067286484,-0.29031456,0.15356211,-0.35625613,-0.13323317,-0.040529586,0.022378795,-0.13990486,0.18046655,-0.0024592571,-0.08216177,-0.056089483,-0.44906056,0.054212973,0.021868775,0.22907378,-0.19844948,0.09663186,-0.2340188,0.2773869,0.003838558,0.04681525,-0.26492327,-0.065233216,-0.13414627,0.07864062,0.14049777
ASN:ASN0080,0.2000652,-0.12544586,0.13561326,-0.3047523,-0.053458255,0.12709641,0.07874476,-0.1778842,-0.23218296,0.1334543,-0.2375904,-0.024963183,0.00832466,0.030940495,-0.2151579,-0.12615447,0.26593238,0.19645178,-0.22559465,0.45854235,0.27843788,-0.093897276,-0.36566508,-0.32371545,0.50756586,0.11812661,0.019493856,-0.2921816,0.06606591,-0.06426378,-0.13301569,0.0204068,0.27468893,-0.0072903363,-0.049636662,0.040141366,0.20054428,-0.22388226,-0.4977676,0.037338763,-0.088618524,0.17689085,-0.18306541,0.20786254,0.025736079,-0.14466056,-0.31642592,-0.17026725,-0.1579048,-0.2405023,0.12895595,0.5252604,-0.2959005,-0.36549833,-0.050244786,-0.10547306,0.1999577,-0.10085907,0.116782285,-0.39795795,-0.319862,0.46387565,-0.019096773,-0.010102182
ASN:ASN0081,-0.12990889,-0.13116468,0.10047603,-0.3740164,-0.13814312,0.21529862,-0.16615887,0.27819753,-0.11691683,0.40383646,-0.27975667,-0.080798365,0.10403085,0.054849803,-0.28568393,-0.07496075,0.07204129,0.56840795,-0.27403933,0.3515781,0.42953983,-0.27680495,-0.31810766,-0.07917215,0.21929255,0.13279185,0.1277176,-0.34514996,0.105024435,-0.07920554,0.014666544,-0.11793994,0.113888726,-0.13406679,0.12403962,0.04263145,0.09501866,-0.13677923,-0.2510861,-0.079602,-0.3040647,0.17620388,-0.14189123,0.1454612,-0.030249199,-0.051041115,-0.028489467,-0.22636628,-0.07537737,-0.25382552,0.30617693,0.35678205,-0.015074412,-0.40421176,-0.38307148,-0.18719661,-0.016008599,-0.16049209,0.3124045,-0.1257254,-0.20441777,0.16672252,-0.07632902,0.07122678
ASN:ASN0082,0.03837145,-0.25271678,0.2353073,-0.32687113,-0.13444379,-0.015753437,0.08809633,0.112991035,-0.026809333,0.22009665,-0.05754463,0.01893805,0.16384041,-0.11084027,-0.19066583,-0.14175287,-0.07424038,0.29871854,-0.26256883,0.39834252,0.27184507,0.12076525,-0.25039276,-0.08672436,0.3189961,0.13769072,0.07519254,0.020722209,0.0095457025,0.12678643,-0.08274572,0.051768787,-0.103170946,-0.09064066,0.09951524,-0.16652678,0.22274719,-0.063877955,-0.044551454,-0.022835577,-0.1986084,0.10106941,0.010583936,0.31321877,0.1180667,0.19474675,-0.29830605,-0.3506851,-0.15712908,-0.32483038,0.05582458,0.52760637,-0.30974954,-0.21143502,0.10944817,-0.082611546,0.18254772,-0.26408184,0.1247207,-0.20119725,-0.24336426,0.10724939,0.085810795,-0.14768492
ASN:ASN0083,-0.07089555,-0.19843839,0.120782554,-0.4452566,0.11012672,0.05447412,-0.122163676,0.31310275,-0.12769566,0.27473828,0.04648837,-0.16274199,-0.08002474,0.09776078,-0.34297183,-0.026838895,-0.012465347,0.5010426,-0.5149405,0.42663002,0.073923714,-0.10931008,-0.4324094,0.1639746,0.42122272,0.3272718,0.22230716,-0.081048205,-0.13306245,0.056883316,0.043324064,-0.2313253,0.3008488,0.21243139,0.10062218,-0.06260721,0.2447493,-0.22067364,-0.41691408,0.06227374,-0.45083478,0.21706866,-0.18411544,0.08949935,0.0009975614,-0.05045851,-0.30150652,-0.23803595,-0.2706397,-0.25227994,0.12742312,0.39994532,-0.07187918,-0.121779576,-0.019345583,-0.06818116,0.20772114,-0.09470545,-0.0071511604,-0.35970765,-0.2647882,0.24395527,0.122433186,-0.16827461
ASN:ASN0084,0.09528718,-0.12377339,0.48941734,-0.42046177,-0.057012618,0.038339026,-0.07479554,0.06937353,-0.22986935,0.25489357,-0.27576885,0.19702624,0.05335244,0.0759013,-0.31229487,-0.058611907,0.10136864,0.26677403,-0.2788589,0.37526625,0.2566866,0.22130896,-0.44569886,0.21108681,0.13016012,-0.122937545,0.18516557,-0.25614405,-0.083108,0.13383046,-0.10355851,-0.14916597,-0.085214846,0.13791497,0.08959648,-0.07234634,0.13978888,-0.18446589,-0.07321778,-0.08655264,-0.3078224,0.01051226,-0.0703185,0.1797133,-0.118917316,0.18903936,0.08625565,-0.2516481,0.019944113,-0.14061484,0.21872549,0.13495469,0.18351436,-0.10416133,-0.24990326,-0.061486002,0.18326744,-0.26917884,0.051899344,-0.23567203,-0.18263964,0.040525153,0.029359933,-0.13816074
ASN:ASN0085,-0.19608021,-0.19866794,0.24436717,-0.4058628,0.030889764,0.11592985,0.048774764,0.0557892,-0.2918758,0.34856895,-0.12409252,0.042899974,0.12790038,-0.039275814,-0.08941977,0.042017125,0.22464214,0.30060726,-0.3283016,0.5527962,0.32084364,0.09941196,-0.24179246,-0.06326102,0.29106793,0.261388,-0.06408904,-0.12629773,0.18309088,0.033306573,-0.14941998,-0.11695669,0.20555836,0.13109072,0.15018287,0.20386381,0.2875487,-0.34411183,-0.47653836,0.012470878,-0.09228349,0.14089741,-0.29192215,0.2080394,0.115114085,0.06210767,-0.29655498,-0.3578905,-0.12361162,0.04586046,0.07489366,0.40352148,-0.07302103,-0.41813475,-0.23615976,0.090618886,0.27102277,-0.0714023,0.12400468,-0.3154652,-0.46734664,0.19192472,0.27012023,3.113187e-05
ASN:ASN0086,0.010470913,-0.29821792,0.11877622,-0.2882179,-0.07311829,-0.053362567,-0.0837027,0.33687574,-0.2023616,0.20062575,-0.3612907,-0.045465756,0.17116085,0.22405338,-0.15081638,-0.20138194,0.21002631,0.4393684,-0.1978254,0.43549412,0.19438322,-0.116067424,-0.17882231,-0.030056106,0.24268472,-0.00888915,0.19792777,-0.24286342,0.0046559037,0.02146481,-0.1788726,-0.08314038,0.21449612,0.10352172,0.18580885,0.04524807,0.10010668,-0.12388864,-0.44777873,0.1680811,-0.35099694,-0.031525657,-0.081699796,0.25430286,0.0049004704,-0.053562175,-0.10174628,-0.24199636,-0.10866631,-0.25504956,0.06796207,0.32935578,-0.044000193,-0.31431633,-0.17996891,-0.12129454,0.07800789,-0.12542747,0.33568794,-0.20248555,-0.28998938,0.21234326,0.061295673,0.029792981
ASN:ASN0087,-0.13607623,0.011449988,0.22585815,-0.09962931,-0.42520586,0.09223516,-0.09127944,0.021987805,-0.19420177,0.2632729,-0.123337455,0.0113320695,0.16304944,-0.0010792192,-0.23866229,-0.15204655,0.11149718,0.43016517,-0.2409631,0.3491673,0.3831438,0.13749662,-0.19903684,0.074160196,0.29744667,0.06954542,-0.13895771,-0.2550601,-0.11844301,-0.09379088,-0.096625336,0.0710435,0.044092357,0.0148284,0.23961766,0.2844626,0.17444749,-0.21331926,-0.099820085,-0.16782776,0.0026987821,0.14281408,-0.06283507,0.2358571,0.13422267,0.17353036,-0.23779713,-0.3634325,-0.2175229,0.16838363,0.15763304,0.4546144,-0.3249844,-0.3054473,-0.27867258,-0.03646002,0.18067098,-0.16855668,0.19420165,-0.13090834,-0.50285244,0.03606856,0.28234756,-0.117311604
ASN:ASN0088,0.09985736,-0.2738167,0.034499094,-0.11153706,-0.23100005,-0.07616493,0.018441202,0.12336261,-0.06713225,0.006304115,-0.25081947,-0.22062795,-0.11470999,-0.0066402336,-0.33218685,-0.3068324,-0.023879431,0.11387827,-0.040118847,0.18525495,0.19903405,-0.15417995,-0.1790209,0.13283117,0.1535683,-0.15505262,0.094485186,-0.24864447,-0.021972632,0.16178486,0.041094225,-0.24025275,-0.030685296,-0.14653276,-0.2700848,-0.12630971,0.4452846,-0.1271556,-0.19595851,-0.18217915,-0.34439802,-0.09823105,0.12565689,0.011514247,0.21559979,0.32420483,0.11040143,-0.12540965,-0.0466196,-0.40826958,-0.10906424,0.14101706,-0.12905404,-0.37377205,-0.20041627,0.034921966,0.035773564,-0.12046133,-0.04750177,-0.31519127,-0.025666142,-0.12333556,-0.011619533,0.09724906
ASN:ASN0089,0.002169045,-0.16925767,0.10961942,-0.36098698,-0.22469851,-0.087115355,-0.28199473,-0.059745185,-0.044380117,0.18526383,-0.07564434,-0.034311384,0.15200692,-0.33299777,-0.32504034,-0.04188083,-0.035334453,0.41937664,-0.1527608,0.1827806,0.28514278,0.07593668,-0.29031256,0.14810267,0.11990465,-0.067005776,-0.1636344,-0.13999061,-0.27116552,0.0037206805,-0.078993,-0.004346304,-0.049550567,-0.074672855,0.052581828,-0.031422567,0.11336278,0.048966233,-0.07932083,-0.017256139,-0.30409342,0.080377385,0.16269487,0.07660135,0.10275194,0.17282742,-0.08282646,-0.04192285,-0.10724766,-0.51314825,0.0999505,0.09982,-0.11411152,-0.1709345,-0.2600539,-0.2799198,-0.14295152,-0.25687635,0.20572934,-0.21098787,-0.09517002,-0.16212733,-0.18029968,-0.027483834
ASN:ASN0090,0.024058424,-0.282038,0.106985435,-0.39140087,-0.14736347,0.045851387,-0.057407945,0.035402685,-0.15908396,0.13149375,-0.18520626,0.09216209,0.03714817,-0.08606686,-0.22052379,-0.24585144,0.013721301,0.36440518,-0.16789505,0.3303804,0.10973982,-0.18738383,-0.16474453,-0.10395195,0.12566245,0.34144357,-0.08252367,-0.1867915,0.08881735,0.09440171,0.033453275,-0.1368558,0.22459415,-0.0053889216,-0.18968387,0.0090126535,0.17679597,-0.15714398,-0.4027526,0.23612396,-0.39056897,0.029625256,0.03219456,0.063719384,0.14780837,0.2879939,0.015509463,-0.16741256,-0.29382566,-0.12610352,0.2992548,0.2610794,-0.06548867,-0.28383642,-0.07740446,-0.07748288,0.16925876,-0.005390427,0.21447046,-0.21354511,-0.153669,0.15628381,-0.00436174,0.15511769
ASN:ASN0091,-0.043811362,-0.031767175,0.121845394,0.012385611,-0.20681088,0.029472534,-0.04934539,0.23273745,-0.24452813,0.2120508,-0.1409698,-0.05690078,-0.012422242,0.018742548,-0.24746227,-0.22516598,-0.076563075,0.32948518,-0.25238922,0.24041317,-0.016065618,-0.19279246,-0.31923538,0.0842229,0.09144641,-0.035777424,0.11063894,-0.051578563,-0.016823372,-0.2967754,0.280815,0.003471371,0.18983424,-0.17667428,0.049006544,-0.16603889,0.21076345,-0.2850229,-0.24150828,0.01439748,-0.2145752,-0.010984548,0.010415873,0.02997616,0.09061958,0.111414365,-0.24998201,-0.41225767,-0.16783738,-0.31920215,0.17674714,0.49925607,-0.31445342,-0.31765142,-0.16375059,0.122682996,0.10105961,-0.21877344,0.1702652,-0.46543795,-0.39056906,0.16712692,0.18363287,0.109589696
ASN:ASN0092,0.020834416,-0.06632331,0.26368457,-0.28261632,-0.11925068,0.30886313,-0.09917504,0.1866042,-0.30213562,0.31797236,-0.32961264,-0.2383879,0.26252288,0.038166378,-0.30126014,-0.2594973,0.23097052,0.3358171,-0.24620782,0.4933253,0.48289385,0.055651087,-0.32864735,-0.10093997,0.35104862,0.13881946,0.12958828,-0.2286347,0.06636634,0.0018601043,-0.3425379,-0.005594347,0.08273323,0.14199075,0.26482522,0.34036082,0.0103272805,-0.37003955,-0.3396234,-0.18240932,0.048828103,-0.028955096,-0.22110319,0.283524,-0.051698618,-0.17532718,-0.035078093,-0.32395536,-0.036789987,-0.061260335,0.049005877,0.41161308,-0.1848851,-0.35499063,-0.39766428,0.0390421,0.18868342,-0.20734203,0.16072108,-0.13519861,-0.55704397,0.19846703,0.053028386,-0.018045958
ASN:ASN0093,-0.016471017,-0.044181462,0.064559765,-0.38178065,-0.051035307,0.104855515,-0.07676534,-0.03253921,-0.018116903,0.19971068,-0.09242531,0.22036698,0.13408376,0.22122055,-0.43260878,-0.18510765,0.18874794,0.23155113,-0.17034791,0.3609775,0.11969285,-0.24890833,-0.49938658,0.10897468,0.43925455,0.10752189,0.025696646,-0.22436084,-0.12460641,-0.13838924,0.12503439,-0.14024767,0.05881293,-0.07614503,-0.024818014,-0.20223142,0.22807492,-0.071650915,-0.2216731,-0.033057995,-0.20262527,0.19518661,-0.027902309,0.29994002,0.18889837,0.24688193,-0.23943329,-0.39620036,-0.24844389,-0.312832,0.13694298,0.42530397,-0.089856,0.05580234,0.06664876,-0.04303141,0.14128226,-0.017799709,0.19094902,-0.48291293,-0.14435796,0.11962424,-0.0649958,-0.093317606
